Item_ID,Assembly,RefDes,Category,Description,Manufacturer,MPN,Package,Qty_per_station,Qty_4,Spares_4,Procure_qty_4,Qty_10,Spares_10,Procure_qty_10,Qty_20,Spares_20,Procure_qty_20,Spare_policy,Variant,Status,China_source_policy,Incoming_control,Notes,Value,Line_class,Population,Temperature_C,BOM_disposition
ANT-CELL,SYSTEM,AE1,Antenna,Outdoor wideband cellular antenna with SMA male cable,Taoglas,G30.B.108111,IP67 screw-mount dome with 1 m cable and SMA(M),1,4,1,5,10,1,11,20,2,22,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_EVT_CANDIDATE_PENDING_INSTALLED_VSWR_COEX_SAMPLE,Taoglas or authorized distributor with exact MPN traceability,Label connector cable construction length S11 gain efficiency IP and temperature plus sample VNA,698-960 and 1710-2700 MHz manufacturer headline coverage for BG95-M3; SMA(M) mates outside the housing to RF-PIGTAIL bulkhead; verify ordered cable construction installed VSWR loss coexistence and mounting seal,,SYSTEM_ITEM,FITTED,-40..85,CONTROLLED_PENDING_VERIFICATION
ANT-GNSS,SYSTEM,AE2,Antenna,Outdoor active multi-GNSS L1 antenna with SMA male cable,Taoglas,AA.166.A.301111,IP67 magnetic 37.8x40.4x10 mm with 3 m RG174 SMA(M),1,4,1,5,10,1,11,20,2,22,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_EVT_CANDIDATE_PENDING_BIAS_SENSITIVITY_COEX_SAMPLE,Taoglas or authorized distributor with exact MPN traceability,Label connector cable length bias current gain noise figure S11 IP and temperature plus receiver sample,1559-1610 MHz and 3-5 V active antenna; SMA(M) mates outside the housing to RF-PIGTAIL bulkhead; verify current at 3.3 V is at most 50 mA plus mounting sensitivity PPS and LTE/RU868 coexistence,,SYSTEM_ITEM,FITTED,-40..85,CONTROLLED_PENDING_VERIFICATION
ANT-LORA,SYSTEM,AE3,Antenna,Outdoor RU868 terminal antenna with SMA male,Taoglas,TI.89.B.2111W,IP67 terminal antenna 180x13 mm SMA(M),1,4,1,5,10,1,11,20,2,22,SCALE_CEIL_FROM_20_BASELINE,RU868_PILOT,SELECTED_EVT_CANDIDATE_PENDING_INSTALLED_VSWR_CONDUCTED_RADIATED_SAMPLE,Taoglas or authorized distributor with exact MPN traceability,Label connector dimensions S11 gain IP temperature and sample VNA,860-930 MHz with 862-874 MHz measured 868 MHz range; SMA(M) mounts on RF-PIGTAIL bulkhead; verify installed VSWR conducted power sensitivity coexistence and RU868 radiated compliance,,SYSTEM_ITEM,FITTED,-40..85,CONTROLLED_PENDING_VERIFICATION
RF-PIGTAIL,SYSTEM,J8/J9/J10 cable,RF cable,Internal 150 mm U.FL-compatible right-angle to SMA female bulkhead pigtail,Taoglas,CAB.0243,1.13 mm micro-coax 150 mm MHF I/U.FL-compatible R/A to waterproof SMA(F) bulkhead,3,12,2,14,30,3,33,60,6,66,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_EVT_CANDIDATE_PENDING_MATE_ROUTE_SEAL_VSWR_SAMPLE,Taoglas or authorized distributor with exact MPN traceability,100 percent identity continuity polarity length and connector inspection plus sample mate retention VNA bend seal and temperature test,One identical pigtail on J8 J9 and J10; Taoglas SPE-24-8-147-A states I-PEX MHF I (U.FL compatible) to normal-polarity SMA(F) bulkhead with 150 mm 1.13 mm coax minimum bend radius 6.8 mm and published -60..200 C operating range; product page calls the bulkhead waterproof but gives no numeric IP class; verify mate and retention with U.FL-R-SMT-1(60) routing seal torque lot temperature and installed RF loss,,SYSTEM_ITEM,FITTED,-60..200,CONTROLLED_PENDING_VERIFICATION
HARNESS,SYSTEM,-,Harness,Complete labeled harness set,TBD,TBD,Assembly,1,4,1,5,10,1,11,20,2,22,SCALE_CEIL_FROM_20_BASELINE,COMMON,OPEN_MECHANICAL_LENGTH_FREEZE,Qualified harness factory,100 percent continuity polarity pull sample,MAIN-PWR uses two 43025-1200 housings; 18 AWG 43030-0038 for pins 1-6 and 20-24 AWG 43030-0001 for pins 7-12; separate drawing required,,SYSTEM_ITEM,FITTED,OPEN,BLOCKED_SELECTION
HSG-VC,SYSTEM,HSG1,Housing,Vacuum-cast polyurethane housing set,TBD,TBD,Assembly,1,4,0,4,10,0,10,20,0,20,NONE,VACUUM_CASTING_PRIMARY,RFQ_REQUIRED,Qualified vacuum casting manufacturer,FAI dimensions material cure finish inserts leak fit acoustic and RF checks,Primary process for each selected EVT lot; controlled procurement calculations are generated for 4 10 and 20 stations,,MECHANICAL_OPTION,N/A,OPEN,CONDITIONAL_NOT_RELEASED
HSG-3D,SYSTEM,HSG1,Housing,3D-printed fallback housing set,TBD,TBD,Assembly,0,0,0,0,0,0,0,0,0,0,NONE,THREE_D_PRINT_FALLBACK,SOURCE_PACKAGE_REQUIRED,Qualified print supplier or controlled FlashForge 5M Pro process,Engineering sample dimensions material finish leak fit acoustic and RF checks,Conditional selected-lot demand is activated only by ECO; 4 10 and 20 station scenarios remain zero until activation,,MECHANICAL_OPTION,N/A,OPEN,CONDITIONAL_NOT_RELEASED
HSG-IM,SYSTEM,HSG1,Housing,Injection-molding source package and DFM,TBD,TBD,Source_data,0,0,0,0,0,0,0,0,0,0,NONE,INJECTION_MOLDING_FUTURE,SOURCE_PACKAGE_REQUIRED,Qualified mold manufacturer for DFM quotation,Source audit wall draft ribs bosses parting ejector shrink material and tooling concept,No tooling or physical pilot housing without separate authorization,,MECHANICAL_OPTION,N/A,OPEN,CONDITIONAL_NOT_RELEASED
U16,PCB-MAIN,U16,Logic,BG95 UART/status 1.8V/3.3V translator,Texas Instruments,SN74AXC8T245PWR,TSSOP-24,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_UART_POWER_SAMPLE,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: UART/RI/STATUS timing; partial-power isolation; burst ground-offset margin; measured current,,ELECTRICAL_COMPONENT,FITTED,-40..125,CONTROLLED_PENDING_VERIFICATION
U17,PCB-MAIN,U17,Logic,T5838 four-channel AAD WAKE OR aggregation,Texas Instruments,SN74LVC32APWR,TSSOP-14,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_AAD_WAKE_TEST,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: quiescent-current measurement; individual and aggregate wake latency; false-wake and open-harness tests,,ELECTRICAL_COMPONENT,FITTED,-40..125,CONTROLLED_PENDING_VERIFICATION
U18,PCB-MAIN,U18,Logic,T5838 aggregated WAKE 1.8V-to-3.3V translator,Texas Instruments,SN74AXC1T45DRLR,SOT-5X3_6,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_AAD_WAKE_TEST,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: wake edge and Stop-mode latency; partial-power test; quiescent-current measurement,,ELECTRICAL_COMPONENT,FITTED,-40..125,CONTROLLED_PENDING_VERIFICATION
Q-MODEM-PWRKEY,PCB-MAIN,Q1,Transistor,BG95 PWRKEY open-collector driver,Nexperia,"MMBT3904,215",SOT23,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_CONTROL_TIMING_SAMPLE,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: 500-1000 ms pulse; collector-low margin; cold-start and shutdown timing,,ELECTRICAL_COMPONENT,FITTED,-65..150,CONTROLLED_PENDING_VERIFICATION
Q-MODEM-RESET,PCB-MAIN,Q2,Transistor,BG95 RESET_N open-collector driver,Nexperia,"MMBT3904,215",SOT23,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_CONTROL_TIMING_SAMPLE,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: 2-3.8 s reset pulse; collector-low margin; reset recovery and mutual exclusion,,ELECTRICAL_COMPONENT,FITTED,-65..150,CONTROLLED_PENDING_VERIFICATION
Q-SIM-MUX-EN,PCB-MAIN,Q3,Transistor,Dual-SIM mux boot-safe enable inverter,Nexperia,"MMBT3904,215",SOT23,1,4,1,5,10,3,13,20,5,25,SCALE_CEIL_FROM_20_BASELINE,COMMON,SELECTED_PENDING_SIM_SAFE_STATE_SAMPLE,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,Rev.A MAIN freeze; blockers: reset and brownout High-Z behavior; U13 EN low margin; 100 slot-change cycles,,ELECTRICAL_COMPONENT,FITTED,-65..150,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C1,PCB-MAIN,C1,Capacitor,U1 VDD pin 11 local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U1 pin 11,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C2,PCB-MAIN,C2,Capacitor,U1 VDD pin 27 local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U1 pin 27,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C3,PCB-MAIN,C3,Capacitor,U1 VDD pin 51 local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U1 pin 51,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C4,PCB-MAIN,C4,Capacitor,U1 VDD pin 75 local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U1 pin 75,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C5,PCB-MAIN,C5,Capacitor,U1 VDD pin 100 local bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U1 pin 100,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C6,PCB-MAIN,C6,Capacitor,U1 package bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify effective capacitance after DC bias,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C7,PCB-MAIN,C7,Capacitor,U1 VBAT pin 6 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; No backup cell in Rev.A,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C8,PCB-MAIN,C8,Capacitor,U1 VDDA pin 21 high frequency bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Single supply analog domain,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C9,PCB-MAIN,C9,Capacitor,U1 VDDA pin 21 local bulk,Murata,GRM155R61C105KA12D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Single supply analog domain,1 uF 16 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C10,PCB-MAIN,C10,Capacitor,U1 VREF+ pin 20 high frequency bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VREF+;2=GND; VREF+ tied to VDDA,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C11,PCB-MAIN,C11,Capacitor,U1 VREF+ pin 20 local bulk,Murata,GRM155R61C105KA12D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VREF+;2=GND; VREFBUF disabled,1 uF 16 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C12,PCB-MAIN,C12,Capacitor,U1 VDDUSB pin 73 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at VDDUSB,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C13,PCB-MAIN,C13,Capacitor,U1 VDDSMPS pin 47 local input capacitor,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify ESR below 10 mOhm at 3 MHz and effective capacitance,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C14,PCB-MAIN,C14,Capacitor,U1 VDD11 pin 49 core capacitor,Murata,GRM155R61A225KE15D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VCORE_1V1;2=GND; VCORE must not power external circuitry,2.2 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C15,PCB-MAIN,C15,Capacitor,U1 VDD11 pin 98 core capacitor,Murata,GRM155R61A225KE15D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VCORE_1V1;2=GND; VCORE must not power external circuitry,2.2 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C16,PCB-MAIN,C16,Capacitor,U1 VDD11 pin 49 optional high frequency position,Murata,GRM155R71E104KE14D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VCORE_1V1;2=GND; Populate only by signed power integrity change,100 nF 25 V X7R,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C17,PCB-MAIN,C17,Capacitor,U1 VDD11 pin 98 optional high frequency position,Murata,GRM155R71E104KE14D,0402,0,0,0,0,0,0,0,0,0,0,NONE,COMMON,CONTROLLED_DNP,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=VCORE_1V1;2=GND; Populate only by signed power integrity change,100 nF 25 V X7R,ELECTRICAL_COMPONENT,DNP,-55..125,CONTROLLED_DNP
MAIN-010-C18,PCB-MAIN,C18,Capacitor,U1 normal reset filter,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=NRST;2=GND; Keep reset path short,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C19,PCB-MAIN,C19,Capacitor,PCB-MAIN 3V3 entry bulk,Murata,GRM21BR61A226ME44L,0805,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify rail transient and DC bias in Review A,22 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C20,PCB-MAIN,C20,Capacitor,PCB-MAIN 1V8 entry bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=1V8_MIC;2=GND; Verify microphone burst and wake current,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C21,PCB-MAIN,C21,Capacitor,U2 VCC pin 2 high frequency bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U2 pin 2,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C22,PCB-MAIN,C22,Capacitor,U2 VCC pin 2 local bulk,Murata,GRM155R61C105KA12D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U2 pin 2,1 uF 16 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C23,PCB-MAIN,C23,Capacitor,U3 VDD pin 9 high frequency bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U3 pin 9,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C24,PCB-MAIN,C24,Capacitor,U3 VDD pin 9 local bulk,Murata,GRM188R61A106KE69D,0603,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Verify motion sensor rail transient,10 uF 10 V X5R,ELECTRICAL_COMPONENT,FITTED,-55..85,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C25,PCB-MAIN,C25,Capacitor,U3 VDD_IO pin 10 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U3 pin 10,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C26,PCB-MAIN,C26,Capacitor,U4 VDD pin 3 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Keep away from thermal gradients,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C27,PCB-MAIN,C27,Capacitor,U7 VCCA pin 1 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=1V8_MIC;2=GND; Place at U7 pin 1,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C28,PCB-MAIN,C28,Capacitor,U7 VCCB pin 23 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U7 pin 23,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C29,PCB-MAIN,C29,Capacitor,U7 VCCB pin 24 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U7 pin 24,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C30,PCB-MAIN,C30,Capacitor,U17 VCC pin 14 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=1V8_MIC;2=GND; Place at U17 pin 14,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C31,PCB-MAIN,C31,Capacitor,U18 VCCA pin 1 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=1V8_MIC;2=GND; Place at U18 pin 1,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C32,PCB-MAIN,C32,Capacitor,U18 VCCB pin 6 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND; Place at U18 pin 6,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C33,PCB-MAIN,C33,Capacitor,U16 VCCA pin 1 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=U8_VDD_EXT_1V8;2=GND_MODEM; Place at U16 pin 1,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C34,PCB-MAIN,C34,Capacitor,U16 VCCB pin 23 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND_MODEM; Place at U16 pin 23,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C35,PCB-MAIN,C35,Capacitor,U16 VCCB pin 24 bypass,Murata,GRM155R71E104KE14D,0402,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V3_DIGITAL;2=GND_MODEM; Place at U16 pin 24,100 nF 25 V X7R,ELECTRICAL_COMPONENT,FITTED,-55..125,CONTROLLED_PENDING_VERIFICATION
MAIN-010-C36,PCB-MAIN,C36,Capacitor,U8 VBAT_BB local burst bulk,KEMET,T520D107M006ATE015,7343-31,1,4,0,4,10,0,10,20,0,20,NONE,COMMON,SELECTED_PENDING_REVIEW_A,Authorized or traceable tier-1 channel,Marking MPN package orientation electrical functional sample,MAIN-AUTH-010 exact capture authority; physical pins: 1=3V8_MODEM_BB;2=GND_MODEM; Verify voltage droop and ripple current,100 uF 6.3 V 15 mOhm polymer,ELECTRICAL_COMPONENT,FITTED,-55..105,CONTROLLED_PENDING_VERIFICATION
